Title,Author,HTML_Link,Bookshelf
Notes on Philippine Birds Collected,Governor W. Cameron Forbes Outram Bangs,https://www.gutenberg.org/cache/epub/35241/pg35241-images.html,
"Thoracic and Coracoid Arteries In Two Families of Birds, Columbidae and",,https://www.gutenberg.org/cache/epub/33558/pg33558-images.html,
"Taxonomic Status of Some Mice of The Peromyscus boylii Group in Eastern Mexico,",,https://www.gutenberg.org/cache/epub/33509/pg33509-images.html,
Two New Pocket Gophers from Wyoming and Colorado,Hall and Montague,https://www.gutenberg.org/cache/epub/29141/pg29141-images.html,
Taxonomy and Distribution of Some American Shrews,James S. Findley,https://www.gutenberg.org/cache/epub/31088/pg31088-images.html,
A New Pocket Mouse (Genus Perognathus) from Kansas,E. Lendell Cockrum,https://www.gutenberg.org/cache/epub/31046/pg31046-images.html,
"The Pigmy Woodrat, Neotoma goldmani, Its Distribution and Systematic Position",,https://www.gutenberg.org/cache/epub/31040/pg31040-images.html,
A New Bat (Genus Pipistrellus) from Northeastern Mexico,Rollin H. Baker,https://www.gutenberg.org/cache/epub/30998/pg30998-images.html,
"The Mammals of Washtenaw County, Michigan",Norman Asa Wood,https://www.gutenberg.org/cache/epub/33507/pg33507-images.html,
A New Long-eared Myotis (Myotis evotis) From Northeastern Mexico,Rollin H. Baker et al.,https://www.gutenberg.org/cache/epub/30916/pg30916-images.html,
"Pleistocene Bats from San Josecito Cave, Nuevo Leon, Mexico",J. Knox Jones,https://www.gutenberg.org/cache/epub/30217/pg30217-images.html,
Genera and Subgenera of Chipmunks,John A. White,https://www.gutenberg.org/cache/epub/30533/pg30533-images.html,
"A New Subspecies of the Fruit-eating Bat, Sturnira ludovici, From Western Mexico",,https://www.gutenberg.org/cache/epub/33364/pg33364-images.html,
Geographic Variation in Red-backed Mice (Genus Clethrionomys) of the Southern,,https://www.gutenberg.org/cache/epub/32679/pg32679-images.html,
"Subspeciation in the Meadow Mouse, Microtus montanus, in Wyoming and Colorado",,https://www.gutenberg.org/cache/epub/31730/pg31730-images.html,
"Geographic Range of the Hooded Skunk, Mephitis macroura",Dalquest and Hall,https://www.gutenberg.org/cache/epub/34311/pg34311-images.html,
Natural History of the Brush Mouse (Peromyscus boylii) in Kansas With,,https://www.gutenberg.org/cache/epub/31235/pg31235-images.html,
A New Subspecies of Bat (Myotis velifer) from Southeastern California and,,https://www.gutenberg.org/cache/epub/31220/pg31220-images.html,
Two New Meadow Mice from Michoacán Mexico,E. Raymond Hall,https://www.gutenberg.org/cache/epub/34315/pg34315-images.html,
Three New Beavers from Utah,Harold S. Crane and Stephen David Durrant,https://www.gutenberg.org/cache/epub/34340/pg34340-images.html,
Description of a New Vespertilionine Bat from Yucatan,J. A. Allen,https://www.gutenberg.org/cache/epub/26512/pg26512-images.html,
"A New Species of Pocket Gopher (Genus Pappogeomys) From Jalisco, México",Russell,https://www.gutenberg.org/cache/epub/31025/pg31025-images.html,
A New Chipmunk (Genus Eutamias) from the Black Hills,John A. White,https://www.gutenberg.org/cache/epub/30999/pg30999-images.html,
"A New Pocket Gopher (Genus Thomomys), from Eastern Colorado",E. Raymond Hall,https://www.gutenberg.org/cache/epub/34836/pg34836-images.html,
"Geographic Distribution of the Pocket Mouse, Perognathus fasciatus",J. Knox Jones,https://www.gutenberg.org/cache/epub/31224/pg31224-images.html,
"Conspecificity of two pocket mice, Perognathus goldmani and P. artus",Hall et al.,https://www.gutenberg.org/cache/epub/31249/pg31249-images.html,
"Pleistocene Pocket Gophers From San Josecito Cave, Nuevo Leon, Mexico",Russell,https://www.gutenberg.org/cache/epub/31152/pg31152-images.html,
Holiday Romance,Charles Dickens,https://www.gutenberg.org/cache/epub/809/pg809-images.html,
The Queen of the Pirate Isle,Bret Harte,https://www.gutenberg.org/cache/epub/17168/pg17168-images.html,
The Remarkable Adventures of an Old Woman and Her Pig,Anonymous,https://www.gutenberg.org/cache/epub/22778/pg22778-images.html,
The Goop Directory of Juvenile Offenders Famous for their Misdeeds and Serving,,https://www.gutenberg.org/cache/epub/13035/pg13035-images.html,
"The Twelve Labours of Hercules, Son of Jupiter & Alcmena",Anonymous,https://www.gutenberg.org/cache/epub/22529/pg22529-images.html,
An Alphabet of Old Friends,Walter Crane,https://www.gutenberg.org/cache/epub/17282/pg17282-images.html,
An Elegy on the Death of a Mad Dog,Oliver Goldsmith,https://www.gutenberg.org/cache/epub/17102/pg17102-images.html,
Mother Goose,Eulalie Osgood Grover and Frederick Richardson,https://www.gutenberg.org/cache/epub/24623/pg24623-images.html,
Denslow's Three Bears,W. W. Denslow,https://www.gutenberg.org/cache/epub/19772/pg19772-images.html,
All Round the Year,Caris Brooke and E. Nesbit,https://www.gutenberg.org/cache/epub/20404/pg20404-images.html,
Wee Ones' Bible Stories,Anonymous,https://www.gutenberg.org/cache/epub/11241/pg11241-images.html,
The Dumpy Books for Children;,Eden Coybee,https://www.gutenberg.org/cache/epub/23302/pg23302-images.html,
The Wonders of a Toy Shop,Anonymous,https://www.gutenberg.org/cache/epub/24834/pg24834-images.html,
More Nonsense,Edward Lear,https://www.gutenberg.org/cache/epub/13648/pg13648-images.html,
Aunt Mary's Primer,Anonymous,https://www.gutenberg.org/cache/epub/11065/pg11065-images.html,
The Story of Little Black Mingo,Helen Bannerman,https://www.gutenberg.org/cache/epub/11162/pg11162-images.html,
The Diverting History of John Gilpin,William Cowper,https://www.gutenberg.org/cache/epub/11979/pg11979-images.html,
The Picture Alphabet,Oliver Spafford,https://www.gutenberg.org/cache/epub/10742/pg10742-images.html,
The National Nursery Book,Unknown,https://www.gutenberg.org/cache/epub/24778/pg24778-images.html,
"An Elegy on the Glory of Her Sex, Mrs. Mary Blaize",Oliver Goldsmith,https://www.gutenberg.org/cache/epub/17117/pg17117-images.html,
Hey Diddle Diddle and Baby Bunting,Randolph Caldecott,https://www.gutenberg.org/cache/epub/19177/pg19177-images.html,
The Farmer's Boy,Randolph Caldecott,https://www.gutenberg.org/cache/epub/18360/pg18360-images.html,
The Little People of the Snow,William Cullen Bryant,https://www.gutenberg.org/cache/epub/22406/pg22406-images.html,
A Defective Santa Claus,James Whitcomb Riley,https://www.gutenberg.org/cache/epub/20181/pg20181-images.html,
"The Adventures of the Little Woman, Her Dog and the Pedlar",Anonymous,https://www.gutenberg.org/cache/epub/22755/pg22755-images.html,
With Kitchener in the Soudan: A Story of Atbara and Omdurman,G. A. Henty,https://www.gutenberg.org/cache/epub/18868/pg18868-images.html,
Away in the Wilderness,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21715/pg21715-images.html,
"Four Young Explorers; Or, Sight-Seeing in the Tropics",Oliver Optic,https://www.gutenberg.org/cache/epub/24252/pg24252-images.html,
Winning His Spurs: A Tale of the Crusades,G. A. Henty,https://www.gutenberg.org/cache/epub/12308/pg12308-images.html,
The Red Eric,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21714/pg21714-images.html,
The Jolliest School of All,Angela Brazil,https://www.gutenberg.org/cache/epub/20163/pg20163-images.html,
The Cornet of Horse: A Tale of Marlborough's Wars,G. A. Henty,https://www.gutenberg.org/cache/epub/17403/pg17403-images.html,
The Castaways,Mayne Reid,https://www.gutenberg.org/cache/epub/21238/pg21238-images.html,
Little Maid Marian,Amy Ella Blanchard,https://www.gutenberg.org/cache/epub/19988/pg19988-images.html,
With Moore at Corunna,G. A. Henty,https://www.gutenberg.org/cache/epub/8651/pg8651-images.html,
"The Young Explorer; Or, Claiming His Fortune",Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/5623/pg5623-images.html,
The Forest Runners: A Story of the Great War Trail in Early Kentucky,Altsheler,https://www.gutenberg.org/cache/epub/14876/pg14876-images.html,
True to the Old Flag: A Tale of the American War of Independence,G. A. Henty,https://www.gutenberg.org/cache/epub/8859/pg8859-images.html,
Facing the World,Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/6461/pg6461-images.html,
The Rebel of the School,L. T. Meade,https://www.gutenberg.org/cache/epub/15839/pg15839-images.html,
Through the Fray: A Tale of the Luddite Riots,G. A. Henty,https://www.gutenberg.org/cache/epub/8732/pg8732-images.html,
Under Wellington's Command: A Tale of the Peninsular War,G. A. Henty,https://www.gutenberg.org/cache/epub/20207/pg20207-images.html,
In the Track of the Troops,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21705/pg21705-images.html,
Dickory Dock,L. T. Meade,https://www.gutenberg.org/cache/epub/21942/pg21942-images.html,
The Island Queen,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21741/pg21741-images.html,
Cast Upon the Breakers,Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/399/pg399-images.html,
The Boy Knight: A Tale of the Crusades,G. A. Henty,https://www.gutenberg.org/cache/epub/13354/pg13354-images.html,
At Aboukir and Acre: A Story of Napoleon's Invasion of Egypt,G. A. Henty,https://www.gutenberg.org/cache/epub/22224/pg22224-images.html,
"Joe the Hotel Boy; Or, Winning out",Pluck Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/528/pg528-images.html,
Les chasseurs de chevelures,Mayne Reid,https://www.gutenberg.org/cache/epub/10682/pg10682-images.html,
Pathfinders of the West,Agnes C. Laut,https://www.gutenberg.org/cache/epub/18216/pg18216-images.html,
The Agrarian Crusade: A Chronicle of the Farmer in Politics,Solon J. Buck,https://www.gutenberg.org/cache/epub/2899/pg2899-images.html,
The San Francisco Calamity,Earthquake and Fire Charles Morris,https://www.gutenberg.org/cache/epub/1560/pg1560-images.html,
The Railroad Builders: A Chronicle of the Welding of the States,John Moody,https://www.gutenberg.org/cache/epub/3036/pg3036-images.html,
"Great Epochs in American History, Volume I.",Francis W. Halsey,https://www.gutenberg.org/cache/epub/16037/pg16037-images.html,
Abraham Lincoln and the Union: A Chronicle of the Embattled North,Stephenson,https://www.gutenberg.org/cache/epub/2836/pg2836-images.html,
How Britannia Came to Rule the Waves,William Henry Giles Kingston,https://www.gutenberg.org/cache/epub/23496/pg23496-images.html,
"Beacon Lights of History, Volume 07: Great Women",John Lord,https://www.gutenberg.org/cache/epub/10533/pg10533-images.html,
"Kings, Queens and Pawns: An American Woman at the Front",Mary Roberts Rinehart,https://www.gutenberg.org/cache/epub/14457/pg14457-images.html,
Ten Great Events in History,James Johonnot,https://www.gutenberg.org/cache/epub/8507/pg8507-images.html,
"Beacon Lights of History, Volume 14: The New Era",John Lord,https://www.gutenberg.org/cache/epub/10649/pg10649-images.html,
A Brief History of the United States,John Bach McMaster,https://www.gutenberg.org/cache/epub/6896/pg6896-images.html,
King Alfred's Viking: A Story of the First English Fleet,Charles W. Whistler,https://www.gutenberg.org/cache/epub/14034/pg14034-images.html,
Twelve Studies on the Making of a Nation: The Beginnings of Israel's History,,https://www.gutenberg.org/cache/epub/12434/pg12434-images.html,
The Age of Big Business: A Chronicle of the Captains of Industry,Hendrick,https://www.gutenberg.org/cache/epub/3037/pg3037-images.html,
Days of the Discoverers,Louise Lamprey,https://www.gutenberg.org/cache/epub/18038/pg18038-images.html,
Woman on the American Frontier,William Worthington Fowler,https://www.gutenberg.org/cache/epub/6808/pg6808-images.html,
"Beacon Lights of History, Volume 08: Great Rulers",John Lord,https://www.gutenberg.org/cache/epub/10627/pg10627-images.html,
A School History of the United States,John Bach McMaster,https://www.gutenberg.org/cache/epub/11313/pg11313-images.html,
"Beacon Lights of History, Volume 09: European Statesmen",John Lord,https://www.gutenberg.org/cache/epub/10640/pg10640-images.html,
The Kiltartan History Book,Lady Gregory,https://www.gutenberg.org/cache/epub/11260/pg11260-images.html,
Pioneers of the Old Southwest: a chronicle of the dark and bloody ground,Skinner,https://www.gutenberg.org/cache/epub/3073/pg3073-images.html,
The Day of the Confederacy: A Chronicle of the Embattled South,Stephenson,https://www.gutenberg.org/cache/epub/3035/pg3035-images.html,
The Hispanic Nations of the New World: A Chronicle of Our Southern Neighbors,,https://www.gutenberg.org/cache/epub/3042/pg3042-images.html,
Washington and his colleagues; a chronicle of the rise and fall of federalism,,https://www.gutenberg.org/cache/epub/11702/pg11702-images.html,
Bunny Brown and His Sister Sue on Grandpa's Farm,Laura Lee Hope,https://www.gutenberg.org/cache/epub/19555/pg19555-images.html,
The Adventures of Unc' Billy Possum,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/14732/pg14732-images.html,
The Two Elsies,Martha Finley,https://www.gutenberg.org/cache/epub/13379/pg13379-images.html,
"The Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yacht",,https://www.gutenberg.org/cache/epub/22547/pg22547-images.html,
Queen Hildegarde,Laura Elizabeth Howe Richards,https://www.gutenberg.org/cache/epub/16473/pg16473-images.html,
Marjorie at Seacote,Carolyn Wells,https://www.gutenberg.org/cache/epub/18035/pg18035-images.html,
"Tom Swift and His Great Searchlight; or, on the border for Uncle Sam",Appleton,https://www.gutenberg.org/cache/epub/4635/pg4635-images.html,
Uncle Wiggily's Travels,Howard Roger Garis,https://www.gutenberg.org/cache/epub/15282/pg15282-images.html,
Mary Ware's Promised Land,Annie F. Johnston,https://www.gutenberg.org/cache/epub/24235/pg24235-images.html,
The Bobbsey Twins on Blueberry Island,Laura Lee Hope,https://www.gutenberg.org/cache/epub/20311/pg20311-images.html,
"Boy Scouts in the Philippines; Or, The Key to the Treaty Box",G. Harvey Ralphson,https://www.gutenberg.org/cache/epub/20208/pg20208-images.html,
"The Rover Boys in the Jungle; Or, Stirring Adventures in Africa",Stratemeyer,https://www.gutenberg.org/cache/epub/5770/pg5770-images.html,
The Adventures of Mr. Mocker,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/11915/pg11915-images.html,
"The Rover Boys on a Hunt; or, The Mysterious House in the Woods",Stratemeyer,https://www.gutenberg.org/cache/epub/22012/pg22012-images.html,
"The Rover Boys at Colby Hall; or, The Struggles of the Young Cadets",Stratemeyer,https://www.gutenberg.org/cache/epub/21894/pg21894-images.html,
The Tale of Fatty Coon,Arthur Scott Bailey,https://www.gutenberg.org/cache/epub/5701/pg5701-images.html,
"Campfire Girls in the Allegheny Mountains; or, A Christmas Success against Odds",,https://www.gutenberg.org/cache/epub/15133/pg15133-images.html,
The Bobbsey Twins at School,Laura Lee Hope,https://www.gutenberg.org/cache/epub/737/pg737-images.html,
"Ruth Fielding in the Great Northwest; Or, The Indian Girl Star of the Movies",,https://www.gutenberg.org/cache/epub/15720/pg15720-images.html,
Grace Harlowe's Golden Summer,Josephine Chase,https://www.gutenberg.org/cache/epub/20471/pg20471-images.html,
"Radio Boys Loyalty; Or, Bill Brown Listens In",S. F. Aaron and Wayne Whipple,https://www.gutenberg.org/cache/epub/25753/pg25753-images.html,
"Tom Swift and His Aerial Warship; Or, The Naval Terror of the Seas",Appleton,https://www.gutenberg.org/cache/epub/22951/pg22951-images.html,
The Tale of Ferdinand Frog,Arthur Scott Bailey,https://www.gutenberg.org/cache/epub/24590/pg24590-images.html,
The Adventures of Joel Pepper,Margaret Sidney,https://www.gutenberg.org/cache/epub/7434/pg7434-images.html,
Five Little Peppers Abroad,Margaret Sidney,https://www.gutenberg.org/cache/epub/6987/pg6987-images.html,
Ontario Teachers' Manuals: Household Management,Ontario. Department of Education,https://www.gutenberg.org/cache/epub/24656/pg24656-images.html,
"Stanford Achievement Test, Ed. 1922","Kelley, Ruch, and Terman",https://www.gutenberg.org/cache/epub/22425/pg22425-images.html,
The Story of Glass,Sara Ware Bassett,https://www.gutenberg.org/cache/epub/20698/pg20698-images.html,
A School History of the United States,John Bach McMaster,https://www.gutenberg.org/cache/epub/11313/pg11313-images.html,
